angleSpeedx_y_z;lineAccx_y_z
-0.01,0.00,0.06,-0.00,-0.15,9.82
-0.02,-0.00,0.06,0.00,-0.15,9.81
-0.02,-0.02,0.05,0.00,-0.15,9.81
-0.02,-0.02,0.05,-0.00,-0.16,9.80
-0.03,0.00,0.05,-0.00,-0.17,9.80
-0.01,0.01,0.04,0.00,-0.17,9.80
0.01,-0.01,0.04,0.00,-0.16,9.79
-0.00,-0.02,0.04,-0.00,-0.17,9.79
-0.00,-0.01,0.05,-0.00,-0.17,9.79
0.02,0.01,0.05,-0.00,-0.18,9.79
-0.01,0.01,0.05,-0.00,-0.17,9.80
-0.02,-0.00,0.04,0.00,-0.18,9.80
-0.01,0.02,0.06,-0.01,-0.18,9.80
0.01,0.00,0.04,-0.00,-0.19,9.80
0.01,-0.00,0.02,0.00,-0.19,9.80
0.01,0.01,0.06,-0.00,-0.18,9.80
0.02,0.03,0.07,-0.01,-0.18,9.80
0.01,0.03,0.05,-0.00,-0.18,9.80
0.00,0.01,0.05,-0.00,-0.18,9.80
0.03,-0.01,0.06,-0.01,-0.19,9.80
0.03,-0.01,0.05,-0.01,-0.18,9.80
0.03,0.03,0.05,-0.01,-0.18,9.80
0.04,0.02,0.05,-0.01,-0.18,9.81
0.03,-0.02,0.06,-0.01,-0.17,9.81
0.03,-0.02,0.04,-0.01,-0.17,9.81
0.03,-0.02,0.03,-0.01,-0.16,9.81
0.04,-0.01,0.04,-0.02,-0.16,9.81
0.03,-0.01,0.05,-0.02,-0.15,9.81
0.04,-0.00,0.05,-0.02,-0.16,9.81
-0.01,0.00,0.06,-0.01,-0.16,9.81
-0.01,-0.00,0.05,-0.01,-0.15,9.81
0.02,-0.00,0.05,-0.01,-0.15,9.82
0.00,-0.02,0.04,-0.01,-0.15,9.81
-0.01,-0.02,0.05,-0.01,-0.15,9.81
-0.01,-0.01,0.06,-0.01,-0.15,9.81
-0.05,-0.03,0.04,-0.01,-0.16,9.80
-0.01,-0.03,0.04,-0.00,-0.16,9.80
-0.01,-0.01,0.06,-0.01,-0.17,9.81
-0.02,-0.03,0.05,-0.00,-0.17,9.80
-0.03,-0.04,0.05,0.00,-0.18,9.81
-0.02,-0.01,0.05,0.00,-0.18,9.81
-0.02,-0.03,0.05,0.00,-0.18,9.80
-0.02,-0.02,0.04,0.00,-0.18,9.80
-0.01,-0.02,0.04,0.00,-0.19,9.80
-0.00,0.00,0.05,0.00,-0.18,9.80
0.03,0.00,0.06,0.00,-0.18,9.80
0.02,0.00,0.07,-0.01,-0.19,9.80
0.01,0.02,0.05,0.00,-0.18,9.80
-0.00,0.05,0.04,0.00,-0.19,9.80
0.00,0.04,0.04,0.00,-0.18,9.80
0.02,0.02,0.04,-0.00,-0.18,9.80
0.04,0.01,0.05,-0.00,-0.17,9.80
0.04,0.01,0.03,-0.01,-0.17,9.80
0.03,-0.00,0.03,-0.01,-0.16,9.80
0.02,-0.01,0.02,-0.01,-0.16,9.81
0.03,-0.00,0.06,-0.01,-0.16,9.80
0.03,-0.00,0.05,-0.01,-0.15,9.80
0.02,-0.01,0.06,-0.01,-0.15,9.81
-0.00,-0.00,0.05,-0.01,-0.15,9.81
0.02,-0.01,0.05,-0.02,-0.15,9.81
0.01,-0.01,0.06,-0.02,-0.16,9.82
-0.01,-0.02,0.05,-0.02,-0.15,9.81
-0.01,-0.03,0.04,-0.02,-0.15,9.82
-0.02,-0.03,0.04,-0.01,-0.16,9.82
-0.02,-0.03,0.05,-0.01,-0.15,9.81
-0.00,0.00,0.06,-0.01,-0.16,9.81
-0.01,-0.02,0.05,-0.01,-0.16,9.81
-0.02,-0.02,0.04,-0.01,-0.17,9.81
-0.00,-0.01,0.04,-0.00,-0.17,9.80
0.01,-0.01,0.04,0.01,-0.17,9.80
-0.00,-0.01,0.06,0.00,-0.18,9.80
-0.02,-0.03,0.07,0.00,-0.18,9.80
-0.01,-0.01,0.06,0.00,-0.18,9.80
0.00,-0.01,0.05,0.00,-0.18,9.80
0.00,0.01,0.05,0.00,-0.19,9.80
-0.01,-0.01,0.04,0.01,-0.19,9.80
-0.00,0.02,0.06,0.00,-0.20,9.80
0.03,0.00,0.05,-0.01,-0.20,9.80
0.04,-0.03,0.04,-0.01,-0.19,9.80
-0.00,-0.02,0.06,0.01,-0.18,9.81
-0.01,-0.03,0.06,0.01,-0.19,9.80
0.02,-0.01,0.05,0.00,-0.19,9.79
0.06,0.01,0.07,0.01,-0.18,9.79
-0.01,0.03,0.07,-0.02,-0.16,9.82
-0.05,0.00,0.06,-0.01,-0.18,9.83
-0.02,-0.00,0.06,-0.02,-0.21,9.81
0.04,0.01,0.07,-0.02,-0.20,9.79
0.06,0.01,0.05,-0.01,-0.14,9.82
-0.03,0.04,0.05,-0.03,-0.16,9.81
-0.12,0.00,0.07,-0.03,-0.22,9.82
-0.00,-0.04,0.07,-0.02,-0.24,9.81
0.14,-0.00,0.05,0.01,-0.14,9.79
0.02,0.05,0.06,-0.00,-0.10,9.81
-0.07,0.03,0.07,-0.03,-0.15,9.83
-0.06,-0.03,0.06,-0.04,-0.21,9.82
0.13,-0.04,0.06,0.01,-0.19,9.79
0.13,-0.01,0.04,0.01,-0.14,9.80
0.02,0.05,0.01,-0.01,-0.09,9.82
-0.04,0.03,0.01,-0.04,-0.12,9.83
-0.02,-0.03,0.04,0.02,-0.17,9.81
0.01,0.00,0.04,0.00,-0.19,9.76
0.05,0.05,0.01,-0.00,-0.14,9.77
0.08,0.06,0.01,-0.02,-0.11,9.80
0.03,-0.01,0.02,0.01,-0.07,9.85
-0.06,0.01,0.03,-0.01,-0.09,9.79
-0.10,-0.00,0.01,-0.00,-0.12,9.77
-0.03,0.01,0.04,0.02,-0.18,9.80
0.16,0.02,0.05,-0.01,-0.14,9.80
0.21,-0.00,0.05,-0.02,-0.05,9.79
0.11,-0.06,0.06,-0.02,0.03,9.79
-0.07,-0.07,0.05,0.02,0.01,9.81
-0.22,-0.01,0.08,0.01,-0.22,9.83
-0.10,-0.00,0.10,-0.01,-0.29,9.84
0.08,-0.01,0.11,-0.03,-0.26,9.86
0.20,-0.03,0.10,-0.03,-0.16,9.88
-0.19,-0.01,0.09,0.00,-0.04,9.85
-0.40,0.01,0.10,-0.00,-0.18,9.82
-0.36,0.02,0.12,-0.02,-0.36,9.80
-0.06,0.03,0.12,-0.05,-0.42,9.78
0.28,-0.03,0.05,-0.03,-0.11,9.81
-0.01,-0.02,0.03,-0.02,-0.02,9.83
-0.35,-0.01,0.01,-0.03,-0.13,9.79
-0.40,-0.05,0.01,-0.02,-0.33,9.75
0.36,-0.05,0.01,-0.03,-0.34,9.69
