angleSpeedx_y_z;lineAccx_y_z
0.02,-0.02,0.08,-0.03,-0.20,9.79
0.02,-0.00,0.08,-0.03,-0.19,9.79
-0.01,-0.03,0.05,-0.04,-0.19,9.80
-0.03,-0.05,0.06,-0.04,-0.20,9.80
-0.02,-0.03,0.06,-0.04,-0.20,9.79
-0.01,-0.05,0.08,-0.03,-0.19,9.80
-0.01,-0.05,0.06,-0.03,-0.20,9.80
0.00,-0.01,0.06,-0.04,-0.20,9.80
0.01,-0.02,0.07,-0.04,-0.20,9.80
-0.01,-0.01,0.07,-0.04,-0.20,9.81
-0.00,0.02,0.05,-0.03,-0.19,9.80
0.00,0.03,0.05,-0.03,-0.20,9.80
-0.00,-0.01,0.03,-0.03,-0.22,9.80
0.00,-0.03,0.04,-0.04,-0.21,9.80
-0.00,0.00,0.07,-0.03,-0.21,9.79
-0.00,-0.02,0.07,-0.04,-0.21,9.79
-0.01,-0.02,0.05,-0.04,-0.21,9.79
-0.01,-0.03,0.04,-0.04,-0.21,9.79
0.01,-0.01,0.05,-0.03,-0.20,9.79
0.01,-0.01,0.05,-0.03,-0.20,9.79
-0.00,-0.02,0.03,-0.03,-0.20,9.79
0.01,-0.01,0.02,-0.03,-0.20,9.79
0.00,0.02,0.06,-0.04,-0.19,9.79
0.00,0.02,0.04,-0.04,-0.19,9.80
-0.01,0.01,0.03,-0.03,-0.19,9.80
-0.01,0.00,0.02,-0.04,-0.19,9.80
-0.03,0.02,0.07,-0.03,-0.20,9.81
-0.01,0.02,0.06,-0.04,-0.20,9.80
0.01,0.01,0.04,-0.03,-0.20,9.80
-0.00,-0.01,0.05,-0.04,-0.20,9.81
-0.01,-0.02,0.06,-0.04,-0.20,9.80
-0.00,-0.02,0.05,-0.04,-0.20,9.80
-0.01,-0.01,0.07,-0.04,-0.20,9.80
-0.01,-0.03,0.09,-0.04,-0.20,9.80
-0.02,-0.01,0.05,-0.05,-0.21,9.80
-0.04,-0.02,0.06,-0.05,-0.21,9.79
-0.02,-0.02,0.06,-0.04,-0.20,9.79
-0.00,-0.02,0.05,-0.04,-0.20,9.79
-0.02,-0.01,0.04,-0.04,-0.20,9.79
-0.00,-0.01,0.05,-0.04,-0.21,9.79
0.01,-0.00,0.06,-0.04,-0.21,9.79
-0.01,-0.01,0.05,-0.04,-0.21,9.79
0.01,-0.03,0.07,-0.04,-0.20,9.79
-0.00,-0.03,0.05,-0.04,-0.21,9.79
0.00,-0.02,0.04,-0.04,-0.21,9.79
0.01,-0.02,0.05,-0.04,-0.20,9.79
-0.02,-0.04,0.07,-0.03,-0.20,9.80
0.00,-0.03,0.05,-0.03,-0.20,9.80
0.02,-0.03,0.04,-0.03,-0.20,9.80
0.00,-0.02,0.04,-0.03,-0.20,9.80
-0.02,-0.04,0.07,-0.02,-0.20,9.80
