angleSpeedx_y_z;lineAccx_y_z
0.05,-0.01,0.04,0.02,-0.16,9.80
0.03,-0.02,0.06,0.02,-0.16,9.81
0.04,0.00,0.06,0.02,-0.16,9.81
0.05,0.01,0.06,0.01,-0.16,9.81
0.04,0.01,0.05,0.01,-0.15,9.81
0.02,0.02,0.03,0.01,-0.15,9.81
-0.00,-0.00,0.04,0.01,-0.16,9.81
0.03,-0.00,0.03,0.02,-0.15,9.80
0.01,0.01,0.04,0.02,-0.14,9.81
-0.02,-0.01,0.04,0.02,-0.15,9.81
-0.04,-0.00,0.05,0.01,-0.15,9.81
-0.02,0.00,0.04,0.02,-0.16,9.80
-0.02,-0.00,0.05,0.02,-0.16,9.80
-0.03,0.02,0.04,0.02,-0.16,9.80
-0.04,0.03,0.03,0.02,-0.16,9.80
-0.00,-0.03,0.06,0.02,-0.17,9.80
-0.02,-0.02,0.04,0.02,-0.17,9.80
-0.01,0.01,0.05,0.02,-0.17,9.80
-0.01,-0.01,0.06,0.02,-0.16,9.80
-0.02,-0.01,0.07,0.01,-0.16,9.81
-0.00,-0.02,0.07,0.02,-0.16,9.81
-0.01,-0.03,0.06,0.02,-0.16,9.80
-0.02,-0.01,0.06,0.02,-0.17,9.80
-0.01,0.01,0.05,0.01,-0.18,9.80
-0.00,-0.02,0.04,0.01,-0.17,9.80
-0.01,-0.02,0.06,0.02,-0.16,9.80
-0.00,-0.01,0.05,0.02,-0.17,9.79
0.01,0.00,0.05,0.01,-0.17,9.80
0.03,-0.02,0.03,0.01,-0.17,9.80
-0.01,-0.04,0.02,0.01,-0.16,9.80
-0.03,-0.03,0.04,0.02,-0.16,9.80
-0.04,-0.06,0.04,0.02,-0.16,9.80
-0.03,-0.04,0.04,0.01,-0.17,9.80
-0.01,-0.02,0.03,0.02,-0.16,9.80
-0.02,-0.02,0.04,0.02,-0.16,9.80
-0.02,-0.01,0.04,0.03,-0.16,9.80
-0.02,0.01,0.02,0.02,-0.16,9.80
-0.01,0.01,0.02,0.02,-0.16,9.80
-0.02,-0.00,0.04,0.03,-0.16,9.80
-0.02,-0.03,0.03,0.02,-0.16,9.80
-0.01,-0.01,0.05,0.02,-0.17,9.80
-0.02,0.02,0.05,0.02,-0.17,9.80
-0.02,-0.01,0.06,0.03,-0.17,9.81
-0.03,0.01,0.04,0.02,-0.15,9.81
-0.04,-0.01,0.04,0.02,-0.16,9.81
-0.05,-0.01,0.04,0.03,-0.16,9.80
-0.04,-0.02,0.06,0.02,-0.17,9.80
-0.04,-0.01,0.08,0.02,-0.18,9.80
-0.02,0.01,0.09,0.02,-0.18,9.80
-0.01,0.01,0.07,0.03,-0.17,9.80
-0.00,0.02,0.05,0.02,-0.16,9.80
-0.01,0.00,0.05,0.01,-0.17,9.81
-0.02,0.02,0.04,0.00,-0.18,9.81
-0.03,-0.00,0.04,0.00,-0.18,9.80
-0.01,-0.01,0.04,0.01,-0.18,9.79
-0.00,0.02,0.03,0.00,-0.18,9.80
-0.02,0.01,0.01,-0.01,-0.19,9.79
0.01,-0.00,0.03,-0.01,-0.20,9.79
0.02,0.01,-0.00,0.01,-0.17,9.79
