angleSpeedx_y_z;lineAccx_y_z
-0.01,0.00,0.06,0.05,-0.16,9.79
0.02,-0.02,0.06,0.06,-0.16,9.79
0.04,-0.02,0.05,0.08,-0.16,9.80
-0.01,-0.01,0.04,0.05,-0.16,9.77
0.01,0.01,0.03,0.05,-0.16,9.79
0.01,0.01,0.05,0.06,-0.15,9.81
-0.01,0.00,0.03,0.05,-0.13,9.82
-0.03,-0.01,0.03,0.06,-0.15,9.80
-0.01,0.02,0.02,0.07,-0.16,9.80
-0.01,0.01,-0.00,0.07,-0.15,9.81
0.00,-0.01,0.01,0.06,-0.13,9.82
-0.02,-0.02,0.02,0.07,-0.15,9.82
-0.03,-0.03,0.03,0.08,-0.15,9.82
-0.02,-0.02,0.03,0.07,-0.15,9.81
0.01,-0.01,0.02,0.07,-0.16,9.81
-0.01,-0.00,0.02,0.08,-0.16,9.81
-0.02,-0.02,0.03,0.08,-0.16,9.80
-0.02,-0.04,0.04,0.08,-0.16,9.80
0.02,-0.03,0.04,0.08,-0.16,9.80
0.01,-0.03,0.05,0.09,-0.15,9.80
0.02,-0.04,0.06,0.08,-0.17,9.79
0.04,-0.04,0.07,0.08,-0.18,9.80
0.06,-0.01,0.06,0.08,-0.17,9.80
0.05,-0.02,0.05,0.08,-0.14,9.81
-0.01,0.01,0.05,0.08,-0.14,9.82
-0.03,0.02,0.04,0.08,-0.16,9.81
0.01,0.02,0.05,0.07,-0.18,9.81
0.01,0.00,0.03,0.07,-0.15,9.81
-0.03,0.01,0.02,0.08,-0.13,9.82
-0.05,0.02,0.05,0.07,-0.14,9.81
-0.04,-0.01,0.06,0.07,-0.17,9.80
0.02,0.00,0.04,0.08,-0.16,9.79
0.01,-0.01,0.05,0.08,-0.15,9.79
-0.04,-0.02,0.05,0.07,-0.16,9.80
-0.03,-0.03,0.03,0.07,-0.18,9.80
0.03,-0.03,0.04,0.09,-0.17,9.78
0.02,-0.03,0.03,0.09,-0.16,9.78
-0.01,0.02,0.03,0.08,-0.17,9.80
-0.00,0.00,0.04,0.07,-0.18,9.81
0.06,0.01,0.06,0.08,-0.17,9.80
0.03,0.02,0.06,0.08,-0.16,9.79
-0.00,0.05,0.05,0.08,-0.17,9.81
0.00,0.05,0.04,0.07,-0.18,9.82
0.04,-0.01,0.05,0.07,-0.16,9.82
0.01,-0.02,0.05,0.08,-0.14,9.81
-0.03,-0.01,0.05,0.08,-0.15,9.81
-0.02,-0.00,0.06,0.07,-0.16,9.81
0.01,-0.02,0.05,0.07,-0.15,9.82
-0.00,-0.02,0.05,0.07,-0.14,9.81
-0.02,-0.02,0.04,0.07,-0.14,9.79
-0.02,-0.00,0.05,0.07,-0.16,9.79
0.02,-0.02,0.03,0.06,-0.14,9.81
-0.01,-0.02,0.03,0.06,-0.14,9.81
-0.04,-0.01,0.05,0.06,-0.15,9.80
-0.06,-0.02,0.06,0.07,-0.16,9.79
0.01,-0.01,0.04,0.07,-0.16,9.80
-0.00,0.00,0.04,0.07,-0.15,9.81
-0.02,0.01,0.06,0.06,-0.15,9.81
-0.04,-0.00,0.04,0.07,-0.16,9.81
-0.03,0.01,0.04,0.07,-0.16,9.80
-0.02,-0.02,0.04,0.07,-0.16,9.81
-0.02,-0.04,0.04,0.08,-0.15,9.81
0.00,-0.03,0.05,0.08,-0.16,9.80
-0.00,-0.03,0.05,0.08,-0.16,9.81
0.00,-0.07,0.05,0.07,-0.16,9.79
-0.01,-0.06,0.04,0.09,-0.15,9.78
0.01,-0.03,0.04,0.09,-0.16,9.79
0.02,0.01,0.03,0.07,-0.15,9.79
0.04,0.01,0.03,0.06,-0.15,9.78
0.10,0.00,0.04,0.08,-0.16,9.76
0.29,-0.03,0.04,0.07,-0.14,9.76
0.95,-0.10,0.04,0.07,0.33,9.44
1.10,-0.02,0.05,0.16,0.64,9.40
0.94,0.08,0.07,0.18,0.69,9.43
0.68,0.14,0.08,0.16,0.49,9.65
0.59,0.17,0.08,0.07,0.22,9.92
0.72,-0.14,0.09,-0.03,0.04,10.09
0.77,-0.24,0.06,0.08,0.09,10.11
0.67,-0.11,0.04,0.19,0.16,10.21
