  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;-0.32,0.41,0.49;-0.01,0.28,9.36;3.55,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;-0.32,0.41,0.49;-0.01,0.28,9.36;3.70,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;-0.32,0.41,0.49;-0.01,0.28,9.36;3.72,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.72,5.70
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.73,5.70
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.75,5.80
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.77,5.80
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.92,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.92,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.95,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.96,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.98,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;3.98,5.60
118.81098869,31.89294274,8.56;0.98,266.70,-0.41;-0.16,-3.57,0.05;0.05,-0.32,0.51;-0.13,0.69,9.90;4.00,5.60
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;0.05,-0.32,0.51;-0.13,0.69,9.90;4.02,5.50
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;0.05,-0.32,0.51;-0.13,0.69,9.90;4.24,5.50
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;0.05,-0.32,0.51;-0.13,0.69,9.90;4.25,5.40
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;-1.67,-0.62,0.55;-0.18,0.59,10.47;4.28,5.40
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;-1.67,-0.62,0.55;-0.18,0.59,10.47;4.30,5.30
118.81095848,31.89294098,8.62;0.92,266.34,-0.29;-0.24,-4.10,0.07;-1.67,-0.62,0.55;-0.18,0.59,10.47;4.31,5.30
