  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.07,5.90
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.07,5.30
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.07,4.80
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.07,4.50
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.07,4.30
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.36,0.03,0.70;-0.06,0.10,9.80;2.08,4.20
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.17,4.10
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.18,4.00
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.18,4.00
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.19,4.10
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.19,4.10
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.20,4.10
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.20,4.10
118.81108700,31.89294140,8.50;0.98,265.79,-0.48;-0.14,-2.01,0.00;-0.45,0.07,0.23;-0.20,0.15,10.06;2.31,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.31,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.32,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.33,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.34,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.36,4.10
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;-0.45,0.07,0.23;-0.20,0.15,10.06;2.37,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.37,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.58,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.60,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.61,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.63,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.65,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.66,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.68,4.00
118.81107002,31.89294044,8.53;0.99,265.63,-0.36;-0.16,-2.31,0.02;0.21,-0.14,0.30;0.07,0.93,9.60;2.88,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.21,-0.14,0.30;0.07,0.93,9.60;2.90,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.21,-0.14,0.30;0.07,0.93,9.60;2.92,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.21,-0.14,0.30;0.07,0.93,9.60;2.93,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.21,-0.14,0.30;0.07,0.93,9.60;2.94,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.21,-0.14,0.30;0.07,0.93,9.60;2.96,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;2.97,3.90
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.16,3.90
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.16,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.17,4.00
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.18,3.90
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.20,3.90
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.22,3.80
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.23,3.50
118.81105087,31.89293950,8.60;0.99,265.50,-0.27;-0.20,-2.86,0.04;0.23,-0.28,0.20;0.11,0.71,9.61;3.23,3.50
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.38,3.40
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.39,3.40
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.40,3.30
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.42,3.20
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.44,3.20
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.23,-0.28,0.20;0.11,0.71,9.61;3.45,3.20
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.54,0.53,0.23;0.07,0.85,9.76;3.59,3.20
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.59,3.30
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.61,3.30
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.62,3.30
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.63,3.30
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.65,3.20
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.65,-1.10
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.65,-1.10
118.81102630,31.89293784,8.61;1.05,265.31,-0.30;-0.25,-3.32,0.02;0.66,0.22,0.28;-0.05,0.46,9.98;3.79,-1.80
